date     ,state       ,district ,pincode ,demo_age_5_17 ,demo_age_17_ ,total_biometric ,month ,year
12/16/25 ,Maharashtra ,Nagpur   , 440030 ,            1 ,          19 ,             20 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 440034 ,            4 ,          72 ,             76 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 440035 ,            4 ,          68 ,             72 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 441001 ,            0 ,           8 ,              8 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 441103 ,            0 ,           8 ,              8 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 441112 ,            1 ,           6 ,              7 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 441204 ,            0 ,           7 ,              7 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 441301 ,            1 ,           3 ,              4 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 441304 ,            0 ,           9 ,              9 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 441501 ,            3 ,          27 ,             30 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 441502 ,            2 ,           7 ,              9 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440008 ,            2 ,          40 ,             42 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440009 ,            0 ,          28 ,             28 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440013 ,            2 ,          41 ,             43 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440021 ,            0 ,           4 ,              4 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440023 ,            5 ,          47 ,             52 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440026 ,            1 ,          74 ,             75 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440029 ,            0 ,           2 ,              2 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440030 ,            0 ,          15 ,             15 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440032 ,            0 ,          13 ,             13 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440036 ,            1 ,          11 ,             12 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 441001 ,            0 ,           5 ,              5 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 441101 ,            1 ,          14 ,             15 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 441210 ,            1 ,          18 ,             19 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 441304 ,            1 ,          12 ,             13 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 441305 ,            0 ,           9 ,              9 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 441401 ,            1 ,          38 ,             39 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 441502 ,            0 ,           6 ,              6 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 440001 ,            2 ,          13 ,             15 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 440004 ,            0 ,           4 ,              4 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 440010 ,            0 ,          15 ,             15 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 440018 ,            2 ,          29 ,             31 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 440021 ,            0 ,           1 ,              1 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 440029 ,            0 ,           2 ,              2 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 440009 ,            1 ,          29 ,             30 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 440013 ,            2 ,          22 ,             24 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 440015 ,            2 ,          10 ,             12 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 440017 ,            2 ,          39 ,             41 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 440022 ,            1 ,          16 ,             17 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 440025 ,            0 ,           7 ,              7 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 440028 ,            0 ,           2 ,              2 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 441107 ,            2 ,          33 ,             35 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 441109 ,            1 ,           2 ,              3 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 441123 ,            0 ,           4 ,              4 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 441202 ,            0 ,          26 ,             26 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 441401 ,            6 ,          44 ,             50 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 440003 ,            1 ,          13 ,             14 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 440014 ,            1 ,          16 ,             17 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 440019 ,            0 ,           2 ,              2 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 440024 ,            2 ,          63 ,             65 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 440034 ,            6 ,          49 ,             55 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 440035 ,            3 ,          42 ,             45 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 441102 ,            2 ,          10 ,             12 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 441103 ,            1 ,          10 ,             11 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 441110 ,            2 ,          25 ,             27 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 441111 ,            1 ,          14 ,             15 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 441122 ,            1 ,          16 ,             17 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 441210 ,            0 ,           7 ,              7 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 441214 ,            0 ,           6 ,              6 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 441301 ,            0 ,           5 ,              5 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 441302 ,            0 ,          25 ,             25 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 441502 ,            0 ,          18 ,             18 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441103 ,            1 ,          15 ,             16 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441108 ,            3 ,          34 ,             37 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441122 ,            1 ,          10 ,             11 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441202 ,            1 ,          19 ,             20 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441203 ,            2 ,          28 ,             30 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441210 ,            2 ,          15 ,             17 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441304 ,            1 ,           2 ,              3 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441501 ,            0 ,          22 ,             22 ,   12 ,2025
12/6/25  ,Maharashtra ,Nagpur   , 440019 ,            2 ,           4 ,              6 ,   12 ,2025
12/6/25  ,Maharashtra ,Nagpur   , 440022 ,            2 ,          12 ,             14 ,   12 ,2025
12/6/25  ,Maharashtra ,Nagpur   , 440024 ,            2 ,          52 ,             54 ,   12 ,2025
12/6/25  ,Maharashtra ,Nagpur   , 440025 ,            1 ,           7 ,              8 ,   12 ,2025
12/6/25  ,Maharashtra ,Nagpur   , 440027 ,            0 ,          18 ,             18 ,   12 ,2025
12/6/25  ,Maharashtra ,Nagpur   , 440030 ,            1 ,           4 ,              5 ,   12 ,2025
12/6/25  ,Maharashtra ,Nagpur   , 440032 ,            1 ,           5 ,              6 ,   12 ,2025
12/6/25  ,Maharashtra ,Nagpur   , 440033 ,            2 ,           2 ,              4 ,   12 ,2025
12/6/25  ,Maharashtra ,Nagpur   , 440037 ,            1 ,           5 ,              6 ,   12 ,2025
12/6/25  ,Maharashtra ,Nagpur   , 441001 ,            2 ,           6 ,              8 ,   12 ,2025
12/6/25  ,Maharashtra ,Nagpur   , 441103 ,            0 ,           6 ,              6 ,   12 ,2025
12/6/25  ,Maharashtra ,Nagpur   , 441108 ,            0 ,          16 ,             16 ,   12 ,2025
12/6/25  ,Maharashtra ,Nagpur   , 441112 ,            0 ,           2 ,              2 ,   12 ,2025
12/6/25  ,Maharashtra ,Nagpur   , 441123 ,            0 ,           1 ,              1 ,   12 ,2025
12/6/25  ,Maharashtra ,Nagpur   , 441203 ,            2 ,           8 ,             10 ,   12 ,2025
12/6/25  ,Maharashtra ,Nagpur   , 441204 ,            0 ,           8 ,              8 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440012 ,            0 ,           1 ,              1 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440013 ,            0 ,           4 ,              4 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440016 ,            0 ,           2 ,              2 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440026 ,            0 ,          11 ,             11 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440034 ,            0 ,           9 ,              9 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440036 ,            0 ,           3 ,              3 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441102 ,            0 ,           1 ,              1 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441106 ,            0 ,           2 ,              2 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441109 ,            1 ,           0 ,              1 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441502 ,            0 ,           1 ,              1 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440004 ,            0 ,           3 ,              3 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440007 ,            2 ,           1 ,              3 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440015 ,            0 ,           7 ,              7 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440016 ,            0 ,           9 ,              9 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440017 ,            4 ,          37 ,             41 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440019 ,            0 ,           4 ,              4 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440033 ,            0 ,           4 ,              4 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 441102 ,            0 ,          15 ,             15 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 441105 ,            4 ,          43 ,             47 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 441106 ,            4 ,          55 ,             59 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 441113 ,            0 ,           6 ,              6 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 441201 ,            0 ,          10 ,             10 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 441301 ,            1 ,           9 ,             10 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 441305 ,            0 ,          12 ,             12 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440002 ,            1 ,          39 ,             40 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440016 ,            2 ,           6 ,              8 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440026 ,            3 ,          45 ,             48 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440029 ,            0 ,           1 ,              1 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440030 ,            0 ,          12 ,             12 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440034 ,            6 ,          62 ,             68 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 441106 ,            3 ,          30 ,             33 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 441303 ,            0 ,           5 ,              5 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 441305 ,            0 ,           8 ,              8 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 441306 ,            1 ,           8 ,              9 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 441401 ,            2 ,          31 ,             33 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 440014 ,            0 ,           1 ,              1 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 440017 ,            0 ,           3 ,              3 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 440022 ,            0 ,           1 ,              1 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 440032 ,            0 ,           1 ,              1 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 440037 ,            1 ,           4 ,              5 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 441105 ,            0 ,           2 ,              2 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 441107 ,            0 ,           1 ,              1 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 441203 ,            0 ,           1 ,              1 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 441210 ,            1 ,           1 ,              2 ,   12 ,2025
11/8/25  ,Maharashtra ,Nagpur   , 440009 ,            4 ,          46 ,             50 ,   11 ,2025
11/8/25  ,Maharashtra ,Nagpur   , 440014 ,            1 ,          28 ,             29 ,   11 ,2025
11/8/25  ,Maharashtra ,Nagpur   , 440017 ,            2 ,          63 ,             65 ,   11 ,2025
11/8/25  ,Maharashtra ,Nagpur   , 440022 ,            0 ,          16 ,             16 ,   11 ,2025
11/8/25  ,Maharashtra ,Nagpur   , 440036 ,            0 ,          16 ,             16 ,   11 ,2025
11/8/25  ,Maharashtra ,Nagpur   , 441101 ,            0 ,          34 ,             34 ,   11 ,2025
11/8/25  ,Maharashtra ,Nagpur   , 441204 ,            0 ,          13 ,             13 ,   11 ,2025
11/8/25  ,Maharashtra ,Nagpur   , 441302 ,            0 ,          47 ,             47 ,   11 ,2025
11/8/25  ,Maharashtra ,Nagpur   , 441404 ,            0 ,           2 ,              2 ,   11 ,2025
11/8/25  ,Maharashtra ,Nagpur   , 441501 ,            5 ,          46 ,             51 ,   11 ,2025
11/8/25  ,Maharashtra ,Nagpur   , 441502 ,            0 ,          21 ,             21 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 440004 ,            0 ,           2 ,              2 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 440010 ,            0 ,           1 ,              1 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 440013 ,            2 ,          12 ,             14 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 440014 ,            1 ,          24 ,             25 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 440015 ,            0 ,           4 ,              4 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 440018 ,            0 ,           3 ,              3 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 440026 ,            0 ,          23 ,             23 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 440029 ,            1 ,           0 ,              1 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 440032 ,            0 ,           1 ,              1 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 441106 ,            0 ,           1 ,              1 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 441111 ,            2 ,           6 ,              8 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 441122 ,            0 ,           3 ,              3 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 441401 ,            0 ,           5 ,              5 ,   11 ,2025
11/10/25 ,Maharashtra ,Nagpur   , 440006 ,            0 ,           9 ,              9 ,   11 ,2025
11/10/25 ,Maharashtra ,Nagpur   , 440007 ,            0 ,           5 ,              5 ,   11 ,2025
11/10/25 ,Maharashtra ,Nagpur   , 440017 ,            3 ,          80 ,             83 ,   11 ,2025
11/10/25 ,Maharashtra ,Nagpur   , 440026 ,            8 ,          80 ,             88 ,   11 ,2025
11/10/25 ,Maharashtra ,Nagpur   , 440027 ,            5 ,          57 ,             62 ,   11 ,2025
11/10/25 ,Maharashtra ,Nagpur   , 440030 ,            2 ,          18 ,             20 ,   11 ,2025
11/10/25 ,Maharashtra ,Nagpur   , 440035 ,            4 ,          66 ,             70 ,   11 ,2025
11/10/25 ,Maharashtra ,Nagpur   , 441107 ,            0 ,         118 ,            118 ,   11 ,2025
11/10/25 ,Maharashtra ,Nagpur   , 441110 ,            3 ,          51 ,             54 ,   11 ,2025
11/10/25 ,Maharashtra ,Nagpur   , 441122 ,            0 ,          24 ,             24 ,   11 ,2025
11/10/25 ,Maharashtra ,Nagpur   , 441204 ,            0 ,           9 ,              9 ,   11 ,2025
11/10/25 ,Maharashtra ,Nagpur   , 441502 ,            0 ,          39 ,             39 ,   11 ,2025
11/11/25 ,Maharashtra ,Nagpur   , 440004 ,            0 ,          11 ,             11 ,   11 ,2025
11/11/25 ,Maharashtra ,Nagpur   , 440019 ,            1 ,           4 ,              5 ,   11 ,2025
11/11/25 ,Maharashtra ,Nagpur   , 440023 ,            3 ,          93 ,             96 ,   11 ,2025
11/11/25 ,Maharashtra ,Nagpur   , 440029 ,            0 ,           3 ,              3 ,   11 ,2025
11/11/25 ,Maharashtra ,Nagpur   , 440035 ,            5 ,          61 ,             66 ,   11 ,2025
11/11/25 ,Maharashtra ,Nagpur   , 441111 ,            1 ,          12 ,             13 ,   11 ,2025
11/11/25 ,Maharashtra ,Nagpur   , 441201 ,            0 ,          33 ,             33 ,   11 ,2025
11/11/25 ,Maharashtra ,Nagpur   , 441202 ,            2 ,          95 ,             97 ,   11 ,2025
11/11/25 ,Maharashtra ,Nagpur   , 441301 ,            0 ,          28 ,             28 ,   11 ,2025
11/11/25 ,Maharashtra ,Nagpur   , 441302 ,            0 ,          68 ,             68 ,   11 ,2025
11/11/25 ,Maharashtra ,Nagpur   , 441304 ,            3 ,           4 ,              7 ,   11 ,2025
11/11/25 ,Maharashtra ,Nagpur   , 441305 ,            0 ,          38 ,             38 ,   11 ,2025
11/11/25 ,Maharashtra ,Nagpur   , 441404 ,            0 ,           5 ,              5 ,   11 ,2025
11/12/25 ,Maharashtra ,Nagpur   , 440001 ,            0 ,          27 ,             27 ,   11 ,2025
11/12/25 ,Maharashtra ,Nagpur   , 440003 ,            0 ,          14 ,             14 ,   11 ,2025
11/12/25 ,Maharashtra ,Nagpur   , 440006 ,            0 ,           7 ,              7 ,   11 ,2025
11/12/25 ,Maharashtra ,Nagpur   , 440008 ,            2 ,         113 ,            115 ,   11 ,2025
11/12/25 ,Maharashtra ,Nagpur   , 440010 ,            0 ,          23 ,             23 ,   11 ,2025
11/12/25 ,Maharashtra ,Nagpur   , 440017 ,            5 ,         106 ,            111 ,   11 ,2025
11/12/25 ,Maharashtra ,Nagpur   , 440022 ,            0 ,          31 ,             31 ,   11 ,2025
11/12/25 ,Maharashtra ,Nagpur   , 440025 ,            0 ,          17 ,             17 ,   11 ,2025
11/12/25 ,Maharashtra ,Nagpur   , 441001 ,            0 ,           9 ,              9 ,   11 ,2025
11/12/25 ,Maharashtra ,Nagpur   , 441104 ,            1 ,          98 ,             99 ,   11 ,2025
11/12/25 ,Maharashtra ,Nagpur   , 441107 ,            1 ,         121 ,            122 ,   11 ,2025
11/12/25 ,Maharashtra ,Nagpur   , 441123 ,            1 ,           3 ,              4 ,   11 ,2025
11/12/25 ,Maharashtra ,Nagpur   , 441301 ,            0 ,          34 ,             34 ,   11 ,2025
11/12/25 ,Maharashtra ,Nagpur   , 441303 ,            0 ,           7 ,              7 ,   11 ,2025
11/12/25 ,Maharashtra ,Nagpur   , 441306 ,            0 ,          16 ,             16 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 440001 ,            1 ,          17 ,             18 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 440005 ,            1 ,           5 ,              6 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 440008 ,            4 ,          91 ,             95 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 440012 ,            0 ,          15 ,             15 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 440015 ,            1 ,          20 ,             21 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 440017 ,            3 ,         103 ,            106 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 440025 ,            0 ,          19 ,             19 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 441107 ,            9 ,         102 ,            111 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 441109 ,            0 ,           6 ,              6 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 441122 ,            0 ,          14 ,             14 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 441204 ,            1 ,          16 ,             17 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 441301 ,            0 ,          37 ,             37 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 441303 ,            0 ,          13 ,             13 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 441305 ,            1 ,          38 ,             39 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 441401 ,            4 ,         123 ,            127 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 441502 ,            0 ,          52 ,             52 ,   11 ,2025
11/13/25 ,Maharashtra ,Nagpur   , 440007 ,            0 ,           6 ,              6 ,   11 ,2025
11/13/25 ,Maharashtra ,Nagpur   , 440018 ,            2 ,          36 ,             38 ,   11 ,2025
11/13/25 ,Maharashtra ,Nagpur   , 440023 ,            0 ,         109 ,            109 ,   11 ,2025
11/13/25 ,Maharashtra ,Nagpur   , 440036 ,            0 ,          10 ,             10 ,   11 ,2025
11/13/25 ,Maharashtra ,Nagpur   , 440037 ,            2 ,           8 ,             10 ,   11 ,2025
11/13/25 ,Maharashtra ,Nagpur   , 441108 ,            4 ,          95 ,             99 ,   11 ,2025
11/13/25 ,Maharashtra ,Nagpur   , 441109 ,            0 ,           7 ,              7 ,   11 ,2025
11/13/25 ,Maharashtra ,Nagpur   , 441113 ,            0 ,          62 ,             62 ,   11 ,2025
11/13/25 ,Maharashtra ,Nagpur   , 441203 ,            1 ,          69 ,             70 ,   11 ,2025
11/13/25 ,Maharashtra ,Nagpur   , 441301 ,            0 ,          36 ,             36 ,   11 ,2025
11/13/25 ,Maharashtra ,Nagpur   , 441302 ,            1 ,          80 ,             81 ,   11 ,2025
11/13/25 ,Maharashtra ,Nagpur   , 441501 ,            0 ,         101 ,            101 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 440008 ,            3 ,         114 ,            117 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 440019 ,            0 ,          10 ,             10 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 440032 ,            0 ,          20 ,             20 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 440033 ,            0 ,           7 ,              7 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 441002 ,            0 ,          25 ,             25 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 441101 ,            0 ,          41 ,             41 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 441102 ,            1 ,          66 ,             67 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 441108 ,            1 ,         120 ,            121 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 441201 ,            0 ,          28 ,             28 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 441214 ,            0 ,          25 ,             25 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 441301 ,            0 ,          49 ,             49 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 441401 ,            3 ,          89 ,             92 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440002 ,            2 ,          94 ,             96 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440003 ,            1 ,           9 ,             10 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440007 ,            0 ,           4 ,              4 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440012 ,            0 ,          10 ,             10 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440013 ,           11 ,          65 ,             76 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440019 ,            0 ,           3 ,              3 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440029 ,            0 ,           2 ,              2 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440030 ,            3 ,          22 ,             25 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440034 ,            7 ,          99 ,            106 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440035 ,            6 ,          64 ,             70 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 441105 ,            4 ,          68 ,             72 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 441112 ,            1 ,          25 ,             26 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 441203 ,            0 ,          66 ,             66 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 441204 ,            0 ,          21 ,             21 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 441210 ,            0 ,          24 ,             24 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 441305 ,            0 ,          22 ,             22 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 441401 ,            2 ,          81 ,             83 ,   11 ,2025
11/6/25  ,Maharashtra ,Nagpur   , 440001 ,            2 ,          13 ,             15 ,   11 ,2025
11/6/25  ,Maharashtra ,Nagpur   , 440003 ,            0 ,          14 ,             14 ,   11 ,2025
11/6/25  ,Maharashtra ,Nagpur   , 440007 ,            0 ,           2 ,              2 ,   11 ,2025
11/6/25  ,Maharashtra ,Nagpur   , 440010 ,            2 ,          16 ,             18 ,   11 ,2025
11/6/25  ,Maharashtra ,Nagpur   , 440013 ,            1 ,          52 ,             53 ,   11 ,2025
11/6/25  ,Maharashtra ,Nagpur   , 440014 ,            1 ,          40 ,             41 ,   11 ,2025
11/6/25  ,Maharashtra ,Nagpur   , 440032 ,            1 ,          30 ,             31 ,   11 ,2025
11/6/25  ,Maharashtra ,Nagpur   , 441107 ,            1 ,          64 ,             65 ,   11 ,2025
11/6/25  ,Maharashtra ,Nagpur   , 441108 ,            6 ,         120 ,            126 ,   11 ,2025
11/6/25  ,Maharashtra ,Nagpur   , 441122 ,            1 ,          28 ,             29 ,   11 ,2025
11/6/25  ,Maharashtra ,Nagpur   , 441210 ,            1 ,          34 ,             35 ,   11 ,2025
11/6/25  ,Maharashtra ,Nagpur   , 441305 ,            0 ,          28 ,             28 ,   11 ,2025
11/6/25  ,Maharashtra ,Nagpur   , 441502 ,            0 ,          38 ,             38 ,   11 ,2025
11/4/25  ,Maharashtra ,Nagpur   , 440006 ,            1 ,           4 ,              5 ,   11 ,2025
11/4/25  ,Maharashtra ,Nagpur   , 440010 ,            0 ,          13 ,             13 ,   11 ,2025
11/4/25  ,Maharashtra ,Nagpur   , 440012 ,            0 ,           4 ,              4 ,   11 ,2025
11/4/25  ,Maharashtra ,Nagpur   , 440013 ,            0 ,          38 ,             38 ,   11 ,2025
